,age,sex,race,degree,wrkstat,income,happy,number
2166,47,Female,White,Junior college,Working parttime,$25000 or more,Not too happy,0
2167,26,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2168,36,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2169,64,Male,White,High school,Working parttime,$25000 or more,Very happy,0
2170,81,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2171,76,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
2172,23,Female,White,High school,Keeping house,$15000 - 19999,Pretty happy,0
2173,71,Male,White,Lt high school,Working parttime,$5000 to 5999,Pretty happy,0
2174,30,Male,Black,High school,Working fulltime,$20000 - 24999,Not too happy,0
2175,48,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2176,39,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2177,71,Female,White,High school,Retired,$20000 - 24999,Pretty happy,0
2178,25,Male,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
2179,23,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2180,53,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2181,63,Female,Other,High school,Retired,$20000 - 24999,Pretty happy,0
2182,23,Female,White,Bachelor,"Unempl, laid off",$25000 or more,Very happy,0
2183,60,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2184,78,Female,White,High school,Keeping house,$25000 or more,Very happy,0
2185,32,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2186,49,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2187,62,Female,White,Graduate,Working parttime,Refused,Pretty happy,0
2188,31,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2189,69,Male,White,Bachelor,Working fulltime,Refused,Pretty happy,0
2190,67,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
2191,24,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2192,29,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2193,30,Female,Black,High school,Working fulltime,$8000 to 9999,Very happy,0
2194,77,Female,White,Lt high school,Retired,$20000 - 24999,Very happy,0
2195,25,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2196,50,Male,White,Graduate,Working fulltime,$15000 - 19999,Not too happy,0
2197,78,Female,White,High school,Retired,$25000 or more,Pretty happy,0
2198,33,Male,White,High school,Working fulltime,$25000 or more,Not too happy,0
2199,67,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2200,67,Female,White,High school,Retired,Refused,Very happy,0
2201,30,Female,White,Bachelor,Working parttime,$25000 or more,Very happy,0
2202,65,Female,White,High school,Retired,$25000 or more,Pretty happy,0
2203,67,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
2204,45,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2205,34,Male,White,High school,"Unempl, laid off",$25000 or more,Pretty happy,0
2206,29,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2207,84,Female,White,High school,Retired,$25000 or more,Pretty happy,0
2208,39,Female,White,High school,Keeping house,$20000 - 24999,Pretty happy,0
2209,76,Female,White,High school,Retired,$25000 or more,Very happy,0
2210,69,Female,White,Graduate,Retired,$10000 - 14999,Not too happy,0
2211,43,Male,Other,High school,Working fulltime,$10000 - 14999,Pretty happy,0
2212,89 or older,Female,Black,Junior college,Retired,Refused,Pretty happy,0
2213,67,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2214,59,Male,Black,High school,Keeping house,$10000 - 14999,Pretty happy,0
2215,64,Male,Black,Junior college,Keeping house,$10000 - 14999,Pretty happy,0
2216,23,Female,Other,Lt high school,Keeping house,$10000 - 14999,Very happy,0
2217,32,Male,White,High school,Working fulltime,$6000 to 6999,Pretty happy,0
2218,46,Female,Black,High school,Keeping house,$6000 to 6999,Pretty happy,0
2219,48,Male,White,High school,Other,$10000 - 14999,Pretty happy,0
2220,64,Female,Black,High school,Working parttime,$10000 - 14999,Pretty happy,0
2221,46,Male,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
2222,86,Male,White,High school,Retired,Refused,Pretty happy,0
2223,18,Male,Other,High school,Working parttime,$25000 or more,Pretty happy,0
2224,20,Female,White,High school,School,$25000 or more,Pretty happy,0
2225,65,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
2226,63,Male,White,High school,Retired,$25000 or more,Pretty happy,0
2227,80,Male,White,High school,Retired,$25000 or more,Pretty happy,0
2228,21,Male,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
2229,40,Male,White,High school,Temp not working,$25000 or more,Pretty happy,0
2230,33,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2231,22,Female,Black,High school,Working fulltime,$10000 - 14999,Pretty happy,0
2232,68,Female,White,High school,Other,$8000 to 9999,Not too happy,0
2233,32,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2234,57,Male,Black,Lt high school,"Unempl, laid off",Refused,Pretty happy,0
2235,55,Female,Black,Lt high school,Keeping house,$25000 or more,Not too happy,0
2236,21,Female,Other,High school,Working parttime,$25000 or more,Pretty happy,0
2237,18,Male,White,Lt high school,Working parttime,$25000 or more,Not too happy,0
2238,39,Male,Black,High school,Working fulltime,$10000 - 14999,Not too happy,0
2239,27,Male,White,Junior college,Working fulltime,$25000 or more,Very happy,0
2240,29,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
2241,70,Female,White,High school,Retired,Refused,Pretty happy,0
2242,41,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2243,40,Male,White,High school,"Unempl, laid off",$25000 or more,Very happy,0
2244,20,Female,White,High school,Working parttime,$15000 - 19999,Pretty happy,0
2245,27,Male,Black,Junior college,Working parttime,$25000 or more,Pretty happy,0
2246,53,Female,Black,High school,Working fulltime,$1000 to 2999,Very happy,0
2247,49,Female,Black,High school,Working parttime,$8000 to 9999,Pretty happy,0
2248,62,Male,Black,High school,Retired,Lt $1000,Pretty happy,0
2249,49,Male,Black,High school,Other,$15000 - 19999,Pretty happy,0
2250,48,Male,Black,High school,Working fulltime,$4000 to 4999,Pretty happy,0
2251,23,Female,White,High school,Keeping house,$1000 to 2999,Not too happy,0
2252,61,Male,Black,High school,"Unempl, laid off",$4000 to 4999,Pretty happy,0
2253,77,Female,Other,High school,Retired,$15000 - 19999,Not too happy,0
2254,44,Female,Black,Lt high school,Working fulltime,$10000 - 14999,Very happy,0
2255,70,Female,Black,Lt high school,Retired,$15000 - 19999,Very happy,0
2256,60,Female,Black,High school,Keeping house,Lt $1000,Pretty happy,0
2257,51,Female,Black,High school,Working parttime,$5000 to 5999,Pretty happy,0
2258,49,Male,Black,High school,Working fulltime,$25000 or more,Very happy,0
2259,52,Female,Black,Bachelor,Keeping house,$25000 or more,Pretty happy,0
2260,58,Female,White,Junior college,Keeping house,Refused,Pretty happy,0
2261,56,Male,White,High school,Other,$20000 - 24999,Not too happy,0
2262,43,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2263,41,Female,White,High school,Working fulltime,$15000 - 19999,Not too happy,0
2264,42,Male,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
2265,65,Male,White,High school,Retired,$10000 - 14999,Not too happy,0
2266,19,Male,White,High school,School,$25000 or more,Pretty happy,0
2267,44,Female,White,Junior college,Working fulltime,$25000 or more,Very happy,0
2268,79,Female,White,High school,Retired,$25000 or more,Not too happy,0
2269,46,Female,White,Lt high school,Keeping house,$25000 or more,Not too happy,0
2270,72,Male,White,High school,Retired,$15000 - 19999,Pretty happy,0
2271,56,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2272,58,Female,White,High school,Keeping house,$1000 to 2999,Pretty happy,0
2273,53,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2274,33,Male,Other,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
2275,26,Female,Other,High school,Working fulltime,$15000 - 19999,Pretty happy,0
2276,56,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2277,40,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2278,59,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
2279,59,Female,White,Junior college,Working fulltime,Don't know,Not too happy,0
2280,52,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2281,60,Male,Black,Lt high school,Working parttime,$15000 - 19999,Not too happy,0
2282,27,Male,White,High school,"Unempl, laid off",$15000 - 19999,Pretty happy,0
2283,70,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2284,38,Female,Black,Lt high school,Keeping house,$5000 to 5999,Not too happy,0
2285,57,Male,Other,Lt high school,Other,$10000 - 14999,Pretty happy,0
2286,54,Female,White,Lt high school,Working parttime,$25000 or more,Pretty happy,0
2287,21,Female,Black,Lt high school,Working parttime,$25000 or more,Pretty happy,0
2288,83,Male,Other,Lt high school,Retired,$8000 to 9999,Pretty happy,0
2289,46,Female,White,Junior college,Working fulltime,$20000 - 24999,Pretty happy,0
2290,18,Male,White,High school,Keeping house,Refused,Not too happy,0
2291,24,Male,Other,High school,Working fulltime,$25000 or more,Very happy,0
2292,37,Male,White,Lt high school,Working fulltime,$25000 or more,Not too happy,0
2293,47,Female,White,High school,Retired,$25000 or more,Pretty happy,0
2294,24,Female,Black,High school,Working fulltime,$10000 - 14999,Very happy,0
2295,66,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2296,63,Female,White,Lt high school,Retired,$25000 or more,Very happy,0
2297,58,Male,White,High school,"Unempl, laid off",$25000 or more,Not too happy,0
2298,42,Female,White,Lt high school,Keeping house,$25000 or more,Very happy,0
2299,48,Male,White,Bachelor,Retired,$25000 or more,Very happy,0
2300,54,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2301,65,Female,White,Lt high school,Keeping house,Don't know,Not too happy,0
2302,37,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2303,59,Female,White,Lt high school,Keeping house,$25000 or more,Very happy,0
2304,54,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2305,35,Female,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
2306,29,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2307,35,Female,Black,Lt high school,Working fulltime,$20000 - 24999,Pretty happy,0
2308,68,Male,Black,Bachelor,Working parttime,$25000 or more,Not too happy,0
2309,55,Male,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
2310,57,Male,White,Junior college,"Unempl, laid off",$25000 or more,Not too happy,0
2311,78,Male,Other,Bachelor,Retired,$1000 to 2999,Not too happy,0
2312,71,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
2313,64,Male,White,Graduate,Retired,$25000 or more,Very happy,0
2314,44,Male,White,Lt high school,"Unempl, laid off",Refused,Pretty happy,0
2315,57,Female,White,High school,Keeping house,$10000 - 14999,Not too happy,0
2316,25,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2317,30,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2318,58,Female,Other,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2319,76,Male,White,High school,Retired,$25000 or more,Very happy,0
2320,28,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2321,51,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2322,35,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2323,22,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
2324,25,Female,Black,Bachelor,School,Lt $1000,Pretty happy,0
2325,59,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2326,55,Female,White,High school,Keeping house,$6000 to 6999,Pretty happy,0
2327,84,Male,White,Bachelor,Retired,$15000 - 19999,Very happy,0
2328,55,Female,Black,Lt high school,Other,$10000 - 14999,Not too happy,0
2329,79,Male,White,Lt high school,Retired,$6000 to 6999,Not too happy,0
2330,84,Female,White,High school,Retired,$7000 to 7999,Very happy,0
2331,65,Female,Other,Junior college,Keeping house,$25000 or more,Very happy,0
2332,61,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
2333,26,Female,Other,High school,Working fulltime,$4000 to 4999,Not too happy,0
2334,57,Female,White,High school,Temp not working,$25000 or more,Not too happy,0
2335,31,Female,White,Bachelor,Working parttime,$25000 or more,Pretty happy,0
2336,38,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2337,51,Male,White,High school,Retired,$25000 or more,Not too happy,0
2338,22,Male,Other,Lt high school,Working parttime,Refused,Not too happy,0
2339,55,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2340,46,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2341,80,Female,White,Bachelor,Retired,$10000 - 14999,Pretty happy,0
2342,53,Male,Black,High school,Retired,$20000 - 24999,Not too happy,0
2343,31,Male,White,High school,Working fulltime,$10000 - 14999,Pretty happy,0
2344,53,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2345,24,Female,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
2346,63,Female,White,Bachelor,Other,$20000 - 24999,Not too happy,0
2347,38,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2348,44,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2349,54,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
2350,75,Male,White,Graduate,Retired,Refused,Pretty happy,0
2351,52,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2352,54,Female,Other,Bachelor,Working parttime,$25000 or more,Very happy,0
2353,43,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2354,31,Male,White,Bachelor,Temp not working,$25000 or more,Pretty happy,0
2355,48,Female,White,High school,Working parttime,$25000 or more,Very happy,0
2356,86,Male,White,High school,Retired,Refused,Pretty happy,0
2357,50,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2358,58,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
2359,50,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2360,62,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2361,60,Male,White,High school,Working fulltime,Refused,Very happy,0
2362,20,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
2363,30,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2364,35,Male,White,Lt high school,Other,$10000 - 14999,Not too happy,0
2365,68,Male,White,Bachelor,Retired,$7000 to 7999,Pretty happy,0
2366,60,Male,Other,Lt high school,Retired,$25000 or more,Pretty happy,0
2367,36,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2368,58,Female,White,High school,Keeping house,$25000 or more,Not too happy,0
2369,71,Female,White,High school,Retired,$10000 - 14999,Pretty happy,0
2370,22,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
2371,59,Female,Black,High school,Keeping house,$8000 to 9999,Very happy,0
2372,37,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2373,25,Female,Black,Lt high school,Keeping house,Don't know,Very happy,0
2374,30,Female,White,High school,"Unempl, laid off",$25000 or more,Very happy,0
2375,61,Male,Black,High school,Working fulltime,$25000 or more,Very happy,0
2376,44,Female,White,High school,Temp not working,$25000 or more,Not too happy,0
2377,36,Female,Black,High school,Working parttime,$10000 - 14999,Pretty happy,0
2378,21,Female,White,High school,Working fulltime,Don't know,Pretty happy,0
2379,68,Female,White,Graduate,Working fulltime,$20000 - 24999,Pretty happy,0
2380,39,Female,White,Lt high school,Working parttime,$25000 or more,No answer,0
2381,46,Male,Other,High school,Working parttime,$15000 - 19999,Pretty happy,0
2382,20,Female,White,High school,School,$25000 or more,Pretty happy,0
2383,64,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
2384,49,Male,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
2385,42,Female,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
2386,53,Male,Other,Lt high school,"Unempl, laid off",Refused,Very happy,0
2387,28,Male,Other,High school,School,$25000 or more,Pretty happy,0
2388,68,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
2389,19,Male,White,High school,Working parttime,Don't know,Pretty happy,0
2390,52,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2391,66,Female,Other,Junior college,Retired,Don't know,Very happy,0
2392,42,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2393,33,Male,Other,Lt high school,Working fulltime,$25000 or more,Very happy,0
2394,29,Male,Other,High school,Retired,$20000 - 24999,Not too happy,0
2395,39,Female,White,High school,Keeping house,$10000 - 14999,Pretty happy,0
2396,37,Male,Other,High school,Working fulltime,$15000 - 19999,Very happy,0
2397,54,Male,White,Lt high school,Working fulltime,$25000 or more,Not too happy,0
2398,22,Female,White,High school,Working parttime,$15000 - 19999,Very happy,0
2399,21,Male,White,High school,"Unempl, laid off",$3000 to 3999,Pretty happy,0
2400,19,Male,Black,High school,"Unempl, laid off",$10000 - 14999,Not too happy,0
2401,49,Male,White,Lt high school,Keeping house,Lt $1000,Very happy,0
2402,64,Female,Black,Graduate,Keeping house,$20000 - 24999,Very happy,0
2403,34,Male,Other,Bachelor,Working fulltime,$25000 or more,Very happy,0
2404,33,Female,Other,Lt high school,Working fulltime,Refused,Very happy,0
2405,36,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2406,30,Female,White,Lt high school,Working parttime,$10000 - 14999,Pretty happy,0
2407,67,Male,White,High school,Retired,$10000 - 14999,Very happy,0
2408,66,Female,Black,High school,Keeping house,$20000 - 24999,Pretty happy,0
2409,33,Male,Other,Lt high school,Working parttime,$20000 - 24999,Very happy,0
2410,50,Female,White,Junior college,Keeping house,$10000 - 14999,Not too happy,0
2411,86,Female,Other,Bachelor,Retired,$25000 or more,Very happy,0
2412,31,Female,White,High school,Keeping house,Don't know,Very happy,0
2413,56,Male,White,Junior college,Working fulltime,$25000 or more,Not too happy,0
2414,29,Female,White,Junior college,Working fulltime,$25000 or more,Very happy,0
2415,69,Male,White,High school,Retired,$25000 or more,Pretty happy,0
2416,31,Female,Other,High school,Working fulltime,$25000 or more,Pretty happy,0
2417,67,Male,White,Lt high school,Retired,$10000 - 14999,Very happy,0
2418,59,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2419,61,Male,White,High school,Retired,$25000 or more,Very happy,0
2420,56,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2421,37,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2422,67,Male,White,High school,Working parttime,$15000 - 19999,Not too happy,0
2423,19,Male,White,Lt high school,"Unempl, laid off",$8000 to 9999,Not too happy,0
2424,61,Female,White,Bachelor,Working fulltime,Refused,Pretty happy,0
2425,42,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2426,56,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
2427,59,Female,White,High school,"Unempl, laid off",$3000 to 3999,Pretty happy,0
2428,68,Female,White,Graduate,Retired,$25000 or more,Very happy,0
2429,62,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2430,27,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2431,69,Female,Other,Lt high school,Retired,Refused,Very happy,0
2432,38,Female,White,High school,Keeping house,$25000 or more,Very happy,0
2433,63,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
2434,81,Female,White,Lt high school,Retired,$15000 - 19999,Pretty happy,0
2435,20,Female,White,High school,School,Don't know,Pretty happy,0
2436,26,Female,White,Bachelor,Temp not working,$25000 or more,Pretty happy,0
2437,24,Female,White,Bachelor,Working parttime,$7000 to 7999,Very happy,0
2438,35,Female,White,Graduate,Keeping house,$25000 or more,Very happy,0
2439,52,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2440,43,Female,White,Bachelor,Working fulltime,$25000 or more,Not too happy,0
2441,68,Female,White,Bachelor,Working parttime,$25000 or more,Very happy,0
2442,77,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
2443,22,Male,Other,High school,School,Don't know,Very happy,0
2444,21,Female,Other,High school,School,$5000 to 5999,Pretty happy,0
2445,58,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2446,24,Female,White,Junior college,School,$10000 - 14999,Pretty happy,0
2447,23,Male,White,High school,Working parttime,Don't know,Pretty happy,0
2448,53,Female,White,Junior college,Keeping house,$25000 or more,Pretty happy,0
2449,70,Male,White,High school,Retired,$25000 or more,Very happy,0
2450,45,Male,White,Lt high school,Working fulltime,$10000 - 14999,Pretty happy,0
2451,72,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
2452,23,Male,White,High school,School,$10000 - 14999,Pretty happy,0
2453,19,Male,White,High school,"Unempl, laid off",$25000 or more,Pretty happy,0
2454,70,Male,White,High school,Retired,$25000 or more,Pretty happy,0
2455,53,Male,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2456,85,Male,White,Lt high school,Retired,$15000 - 19999,Not too happy,0
2457,57,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2458,62,Female,White,High school,Retired,Refused,Pretty happy,0
2459,64,Female,White,Junior college,Retired,$10000 - 14999,Pretty happy,0
2460,62,Female,White,High school,Working parttime,$25000 or more,Very happy,0
2461,51,Female,White,High school,Working parttime,$25000 or more,Very happy,0
2462,36,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2463,20,Female,White,High school,School,$25000 or more,Pretty happy,0
2464,26,Male,White,High school,Working parttime,$10000 - 14999,Not too happy,0
2465,64,Male,White,High school,Retired,$10000 - 14999,Pretty happy,0
2466,46,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
2467,25,Female,White,High school,School,$20000 - 24999,Very happy,0
2468,69,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
2469,62,Female,White,High school,Keeping house,Don't know,Very happy,0
2470,65,Female,Other,Lt high school,Keeping house,$25000 or more,Very happy,0
2471,26,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2472,25,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2473,26,Male,White,High school,Working parttime,$8000 to 9999,Pretty happy,0
2474,55,Male,Black,High school,Keeping house,$20000 - 24999,Pretty happy,0
2475,34,Male,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
2476,39,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2477,61,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
2478,48,Male,White,High school,Temp not working,$25000 or more,Pretty happy,0
2479,46,Female,White,Lt high school,Working fulltime,$20000 - 24999,Pretty happy,0
2480,73,Male,White,High school,Retired,$25000 or more,Very happy,0
2481,83,Female,White,High school,Retired,$25000 or more,Pretty happy,0
2482,78,Male,Other,High school,Retired,$25000 or more,Pretty happy,0
2483,56,Male,White,High school,Retired,$25000 or more,Pretty happy,0
2484,61,Male,White,High school,Retired,$10000 - 14999,Not too happy,0
2485,50,Female,White,High school,Working fulltime,Refused,Very happy,0
2486,57,Female,White,High school,Working fulltime,$20000 - 24999,Not too happy,0
2487,78,Male,White,Lt high school,Retired,$25000 or more,Pretty happy,0
2488,31,Female,White,High school,Working fulltime,$20000 - 24999,Pretty happy,0
2489,73,Male,White,Bachelor,Temp not working,$25000 or more,Very happy,0
2490,67,Male,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2491,81,Male,White,Lt high school,Retired,$10000 - 14999,Very happy,0
2492,71,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
2493,55,Female,White,High school,Keeping house,$3000 to 3999,Not too happy,0
2494,58,Male,White,High school,Retired,$25000 or more,Pretty happy,0
2495,37,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2496,43,Female,White,Lt high school,Keeping house,$25000 or more,Very happy,0
2497,46,Female,Other,High school,Working parttime,Refused,Very happy,0
2498,42,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2499,45,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
2500,49,Female,White,High school,Keeping house,Refused,Not too happy,0
2501,50,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
2502,76,Male,Other,Lt high school,Retired,$25000 or more,Pretty happy,0
2503,63,Female,White,Lt high school,Working parttime,$20000 - 24999,Pretty happy,0
2504,28,Female,White,High school,Working fulltime,$10000 - 14999,Pretty happy,0
2505,51,Female,White,High school,Keeping house,$5000 to 5999,Pretty happy,0
2506,35,Male,White,Lt high school,Keeping house,$15000 - 19999,Very happy,0
2507,54,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
2508,27,Female,White,High school,Working fulltime,Lt $1000,Not too happy,0
2509,55,Female,White,Lt high school,Other,$20000 - 24999,Not too happy,0
2510,57,Female,White,High school,Keeping house,$20000 - 24999,Pretty happy,0
2511,44,Female,White,High school,Working parttime,$25000 or more,Very happy,0
2512,27,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2513,35,Male,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2514,27,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2515,27,Female,White,Lt high school,Keeping house,$25000 or more,Not too happy,0
2516,48,Male,White,High school,"Unempl, laid off",$25000 or more,Not too happy,0
2517,30,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2518,34,Female,White,Junior college,Working fulltime,$25000 or more,Not too happy,0
2519,36,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2520,29,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
2521,25,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2522,67,Male,White,Junior college,Retired,$25000 or more,Pretty happy,0
2523,33,Female,White,High school,School,$25000 or more,Very happy,0
2524,50,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
2525,23,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2526,35,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
2527,28,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2528,62,Female,White,Lt high school,Retired,$25000 or more,Pretty happy,0
2529,25,Female,White,High school,Keeping house,$20000 - 24999,Pretty happy,0
2530,30,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
2531,54,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2532,77,Male,Other,Lt high school,Retired,$25000 or more,Very happy,0
2533,47,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2534,54,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
2535,55,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2536,58,Male,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
2537,66,Female,White,High school,Working fulltime,Refused,Very happy,0
2538,60,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2539,27,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
2540,81,Male,White,High school,Retired,$20000 - 24999,Pretty happy,0
2541,33,Male,White,High school,Temp not working,$25000 or more,Pretty happy,0
2542,34,Female,Other,Bachelor,Working fulltime,Don't know,Pretty happy,0
2543,89 or older,Female,White,Lt high school,Retired,$25000 or more,Very happy,0
2544,58,Male,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
2545,22,Male,White,High school,Working fulltime,Refused,Pretty happy,0
2546,40,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
2547,57,Female,White,Junior college,Other,$25000 or more,Pretty happy,0
2548,29,Male,Other,High school,Working fulltime,$15000 - 19999,Very happy,0
2549,86,Female,White,Lt high school,Retired,$10000 - 14999,Pretty happy,0
2550,50,Male,White,High school,Retired,Lt $1000,Not too happy,0
2551,58,Male,White,High school,Working fulltime,Refused,Pretty happy,0
2552,70,Female,White,High school,Retired,$25000 or more,Pretty happy,0
2553,53,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
